lang,lang_abv,commonName,simplifiedName,numLineNames,avgHueRGBCode,numFullNames,avgFullColorRGBCode,avgFullL,avgFullA,avgFullB
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,亮粉色,亮粉,5,,14,"rgb(239,59,210)",0.6734207925641928,0.23636491952222016,-0.10669449410175413
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,亮紫色,亮紫,10,"rgb(255, 0, 249)",38,"rgb(189,67,232)",0.6227688828762615,0.1764420007076244,-0.17154878517251695
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,亮绿色,亮绿,17,"rgb(0, 255, 13)",64,"rgb(90,239,94)",0.8439182193799222,-0.1821987524203015,0.13433001720716417
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,亮蓝色,亮蓝,14,"rgb(0, 204, 255)",15,"rgb(18,170,244)",0.7028752696836951,-0.07988427810223891,-0.13303633946927362
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,亮黄色,亮黄,5,"rgb(255, 254, 0)",7,,,,
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,军绿色,军绿,0,,19,"rgb(95,121,67)",0.5412966871815007,-0.05361295570537657,0.06436967621073719
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,咖啡色,咖啡,0,,30,"rgb(120,72,41)",0.4497158226170178,0.04903582492473116,0.06226248870799437
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,品红色,品红,8,"rgb(255, 0, 128)",29,"rgb(230,60,162)",0.6394803890269106,0.2202475369504863,-0.043491023958095544
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,土色,土,0,,13,"rgb(182,142,76)",0.6694636701736629,0.02002430065619559,0.09428237988281081
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,土黄色,土黄,29,"rgb(255, 197, 0)",93,"rgb(210,169,52)",0.7517125239100793,0.004659410635497022,0.1364039566216657
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,大红色,大红,21,"rgb(255, 0, 52)",18,"rgb(230,19,44)",0.5876721924487115,0.21024324345003906,0.09650793141614838
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,天蓝色,天蓝,82,"rgb(0, 199, 255)",100,"rgb(63,193,242)",0.7613910870433551,-0.08700395269101019,-0.09644233400322103
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,嫩绿色,嫩绿,3,,14,"rgb(131,229,111)",0.8366261288533873,-0.13938603144020528,0.1159407667982342
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,宝蓝色,宝蓝,14,"rgb(0, 95, 255)",17,"rgb(8,83,230)",0.5069215547325219,-0.0310084439504158,-0.22878785860663012
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,暗红色,暗红,1,,20,"rgb(151,39,57)",0.45564028938127654,0.14047881838604667,0.04183935062408679
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,暗紫色,暗紫,0,,29,"rgb(131,71,137)",0.4956916470262629,0.0985605157227839,-0.0718712659895285
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,暗绿色,暗绿,0,,20,"rgb(76,123,71)",0.5343389716157492,-0.07334991247549795,0.05763262989453756
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,暗蓝色,暗蓝,0,,12,"rgb(52,93,163)",0.486395550977948,-0.020514387333779912,-0.12003328082897058
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,柠檬黄色,柠檬黄,6,"rgb(255, 243, 0)",8,,,,
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,桃紅色,桃红,25,"rgb(255, 0, 142)",33,"rgb(237,54,136)",0.6373056546872555,0.22499878908439394,-0.004100096482642848
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,梅红色,梅红,6,"rgb(255, 0, 153)",1,,,,
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,棕色,棕,0,,129,"rgb(138,87,51)",0.5059010456064741,0.04994144784371438,0.06871432137652209
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,棕红色,棕红,0,,14,"rgb(129,52,57)",0.43372971764220186,0.10014779281386783,0.034383924692267025
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,棕绿色,棕绿,0,,15,"rgb(102,110,43)",0.5156497095704365,-0.03778068433323411,0.08223735246816365
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,棕黄色,棕黄,0,,16,"rgb(172,126,51)",0.6251898077824977,0.02409859007463986,0.10474534360105689
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,橄榄绿色,橄榄绿,0,,21,"rgb(113,136,66)",0.5917622580487203,-0.056701550084618454,0.08273417086064991
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,橘色,橘,28,"rgb(255, 123, 0)",35,"rgb(242,129,37)",0.716440702981368,0.09931058614175718,0.13512165674126644
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,橘红色,橘红,20,"rgb(255, 90, 0)",14,"rgb(244,89,36)",0.664394623934555,0.1584046768361072,0.12203067935714407
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,橘黄色,橘黄,15,"rgb(255, 158, 0)",10,,,,
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,橙色,橙,52,"rgb(255, 131, 0)",75,"rgb(242,128,44)",0.7151329403420514,0.10232767442868547,0.13096111394416587
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,橙红色,橙红,9,"rgb(255, 85, 0)",15,"rgb(251,89,37)",0.6746650771729558,0.1650454822535162,0.12408648455918825
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,橙黄色,橙黄,12,"rgb(255, 171, 0)",11,,,,
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,正红色,正红,8,"rgb(255, 0, 33)",4,,,,
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,水蓝色,水蓝,5,"rgb(0, 244, 255)",15,"rgb(84,215,226)",0.8122269481876007,-0.10488868030228624,-0.044938895309407735
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,洋红色,洋红,4,,20,"rgb(225,55,178)",0.6336634960818562,0.2232905498748126,-0.07397942398083676
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,浅棕色,浅棕,0,,19,"rgb(188,142,95)",0.6795152618917669,0.03400869214887601,0.07726312689004189
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,浅粉色,浅粉,0,,12,"rgb(235,171,206)",0.8116167829383514,0.08491361569884515,-0.021993794173718013
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,浅红色,浅红,2,,12,"rgb(227,99,105)",0.6596458944735691,0.15096556478719414,0.053519813574044325
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,浅紫色,浅紫,5,"rgb(202, 0, 255)",81,"rgb(183,134,220)",0.7003452540382731,0.08342459738734784,-0.10125038812032035
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,浅绿色,浅绿,16,"rgb(0, 255, 104)",108,"rgb(146,232,143)",0.8535065022129859,-0.11774522475362253,0.08736091697289469
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,浅蓝色,浅蓝,34,"rgb(0, 184, 255)",51,"rgb(96,190,241)",0.7642155669219736,-0.06675046915688768,-0.09352512492874783
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,浅黄色,浅黄,3,,12,"rgb(238,229,136)",0.909398673527707,-0.02765333873991648,0.11208378848543415
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,海军蓝色,海军蓝,1,,15,"rgb(36,73,148)",0.42275542127281796,-0.017237781596508447,-0.12979923103275862
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,海蓝色,海蓝,11,"rgb(0, 132, 255)",14,"rgb(30,124,216)",0.5826230046220615,-0.048197539048607574,-0.15630670631966967
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,淡紫色,淡紫,5,"rgb(196, 0, 255)",48,"rgb(182,138,220)",0.7060827911519701,0.07791822367968661,-0.09804795532184218
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,淡绿色,淡绿,8,"rgb(0, 255, 117)",44,"rgb(141,223,143)",0.8309288075008057,-0.1109867267282554,0.07874463336153906
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,淡蓝色,淡蓝,30,"rgb(0, 198, 255)",27,"rgb(86,193,244)",0.7682132027233889,-0.07478505893861549,-0.0959905741156431
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,深棕色,深棕,0,,32,"rgb(92,58,39)",0.3843404185134803,0.036214440340386594,0.04346461406775461
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,深橘色,深橘,5,"rgb(255, 109, 0)",1,,,,
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,深灰色,深灰,0,,13,"rgb(78,80,78)",0.4292504461066503,-0.0036512327575509537,0.003172305293694282
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,深粉色,深粉,9,"rgb(255, 0, 184)",31,"rgb(209,67,148)",0.6075132109621302,0.19070932858342854,-0.03583603681278816
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,深红色,深红,2,,35,"rgb(166,36,53)",0.4790494776493056,0.1550515053697255,0.0549449277673406
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,深紫色,深紫,8,"rgb(147, 0, 255)",117,"rgb(100,44,130)",0.4107121187169528,0.09558659875690592,-0.10792201563877962
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,深绿色,深绿,2,,148,"rgb(47,112,59)",0.48842980906305644,-0.08928824627531332,0.05690722864659584
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,深蓝色,深蓝,73,"rgb(0, 66, 255)",159,"rgb(28,64,183)",0.4314351597913692,-0.015577479814565717,-0.19135055064626041
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,深黄色,深黄,11,"rgb(255, 182, 0)",8,,,,
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,湖蓝色,湖蓝,15,"rgb(0, 179, 255)",25,"rgb(36,163,218)",0.6746247520776221,-0.07817413048232522,-0.10453512363493578
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,灰色,灰,0,,68,"rgb(134,140,141)",0.6363650088309792,-0.0065461009631168285,-0.0036492940310856596
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,灰粉色,灰粉,0,,12,"rgb(189,121,152)",0.6568884508170831,0.09231852498336872,-0.013827844513902116
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,灰紫色,灰紫,0,,31,"rgb(142,110,153)",0.5857968697970422,0.05353825709848975,-0.04915274458979742
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,灰绿色,灰绿,0,,57,"rgb(116,159,129)",0.6616147929517786,-0.05792013601880903,0.02862369223537816
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,灰蓝色,灰蓝,2,,44,"rgb(92,134,172)",0.6038019277519111,-0.029637022611643766,-0.06876267458248754
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,玫红色,玫红,31,"rgb(255, 0, 161)",50,"rgb(227,42,142)",0.6151818873174147,0.2289042056471482,-0.023553761889907154
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,砖红色,砖红,0,,24,"rgb(179,79,53)",0.5497592245777166,0.11118429832566074,0.07928972928886596
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,米色,米,0,,14,"rgb(225,214,178)",0.8763510726950677,-0.003110739929004339,0.049271255492551194
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,粉色,粉,36,"rgb(255, 0, 185)",147,"rgb(234,115,181)",0.7131268628512697,0.1601839654337655,-0.03442450388015602
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,粉红色,粉红,24,"rgb(255, 0, 145)",66,"rgb(237,96,157)",0.6855636774246486,0.18323905382250275,-0.012607596901737477
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,粉紫色,粉紫,20,"rgb(255, 0, 223)",71,"rgb(218,98,208)",0.6808058495452146,0.17353465050528924,-0.09706952778883306
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,红色,红,76,"rgb(255, 0, 47)",113,"rgb(228,46,57)",0.5987039159233889,0.19633189940933193,0.08854409369137496
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,红棕色,红棕,0,,20,"rgb(131,55,52)",0.44005580697662855,0.09486452193491249,0.04440260457226322
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,红褐色,红褐,0,,15,"rgb(143,52,49)",0.4538768303409315,0.11183655961415921,0.0532502460846886
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,紫色,紫,79,"rgb(185, 0, 255)",344,"rgb(151,65,198)",0.5500820074723468,0.13334484561969281,-0.15330615731692107
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,紫红色,紫红,26,"rgb(255, 0, 211)",98,"rgb(181,48,149)",0.5479914390690402,0.18552781834085705,-0.069838607111815
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,紫罗兰色,紫罗蓝,6,"rgb(173, 0, 255)",32,"rgb(151,75,202)",0.5657108733623941,0.12227666890993268,-0.15074998602839718
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,紫黑色,紫黑,0,,12,"rgb(67,44,84)",0.3398878484852528,0.04685164316647673,-0.05548418306082351
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,绿色,绿,68,"rgb(0, 255, 74)",347,"rgb(88,197,86)",0.7340757660419202,-0.14399861092067054,0.10779302799450358
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,翠绿色,翠绿,10,"rgb(0, 255, 94)",21,"rgb(69,218,94)",0.7849308333359266,-0.17297166257999705,0.11689641453988993
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,肉色,肉,0,,44,"rgb(236,182,155)",0.8189511146064302,0.048443685432414535,0.054801656390818715
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,草绿色,草绿,37,"rgb(93, 255, 0)",127,"rgb(117,203,74)",0.7610459016036482,-0.13375417435002485,0.1259148325519938
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,荧光绿色,荧光绿,19,"rgb(0, 255, 112)",44,"rgb(102,245,101)",0.8624198874401102,-0.17883981508534846,0.13352532909381656
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,荧光黄色,荧光黄,5,"rgb(247, 255, 0)",5,,,,
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,蓝色,蓝,151,"rgb(0, 126, 255)",274,"rgb(46,118,227)",0.58197372798377,-0.03500774274847815,-0.1768359965188781
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,蓝灰色,蓝灰,0,,25,"rgb(101,127,149)",0.5848314913778914,-0.01970358874364899,-0.04116211235531022
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,蓝紫色,蓝紫,10,"rgb(110, 0, 255)",80,"rgb(99,73,206)",0.5106483585647038,0.0538284527121002,-0.18847975890517613
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,蓝绿色,蓝绿,27,"rgb(0, 255, 200)",78,"rgb(69,200,172)",0.7539428784386156,-0.12022712828100933,0.008396284984349018
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,薄荷绿色,薄荷绿,5,"rgb(0, 255, 204)",9,,,,
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,藏蓝色,藏蓝,0,,14,"rgb(35,64,119)",0.37992420196559584,-0.014893891661800869,-0.09838720780700409
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,藏青色,藏青,0,,24,"rgb(39,77,114)",0.4102693150619084,-0.026666557922210312,-0.07096768670894825
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,褐色,褐,0,,50,"rgb(134,85,56)",0.49895247718869995,0.04888710748737713,0.06073972255310216
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,酒红色,酒红,0,,20,"rgb(135,33,56)",0.4201419548390596,0.13296539713526617,0.02940712767946498
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,青色,青,37,"rgb(0, 255, 233)",89,"rgb(78,212,194)",0.7918232976994987,-0.11861099287247098,-0.005311428523806071
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,青绿色,青绿,23,"rgb(0, 255, 128)",52,"rgb(90,217,130)",0.7920983762178074,-0.14602111017705005,0.0806128007067238
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,青蓝色,青蓝,10,"rgb(0, 255, 234)",19,"rgb(63,204,217)",0.7766403832832186,-0.10715108100318767,-0.04810181091430519
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,靛色,靛,4,,19,"rgb(65,66,171)",0.44261789494143694,0.02000668555121518,-0.16242457653291129
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,靛蓝色,靛蓝,8,"rgb(0, 64, 255)",23,"rgb(29,84,186)",0.474008310424095,-0.02562856011411039,-0.16993462587997496
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,鮮紅色,鲜红,5,"rgb(255, 0, 33)",7,,,,
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,鲜绿色,鲜绿,5,"rgb(0, 255, 71)",7,,,,
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,黄色,黄,81,"rgb(255, 233, 0)",79,"rgb(240,223,59)",0.8903151890537148,-0.03837799958110744,0.1667821506863088
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,黄绿色,黄绿,34,"rgb(169, 255, 0)",91,"rgb(175,220,69)",0.8340225022416359,-0.10297890311897101,0.14852566794897673
"Chinese (中文 (Zhōngwén), 汉语, 漢語)",zh,黑色,黑,0,,97,"rgb(32,25,30)",0.2243636787349569,0.013044221397162811,-0.004651559018067542
